id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_lab,jumlah_lab,satuan,tahun
202,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK RINGAN,0,UNIT,2018/2019
203,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK SEDANG,0,UNIT,2018/2019
204,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK BERAT,0,UNIT,2018/2019
205,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK TOTAL,0,UNIT,2018/2019
206,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAIK,1,UNIT,2018/2019
207,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK RINGAN,2,UNIT,2018/2019
208,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK SEDANG,0,UNIT,2018/2019
209,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK BERAT,0,UNIT,2018/2019
210,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK TOTAL,0,UNIT,2018/2019
211,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAIK,9,UNIT,2018/2019
212,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK RINGAN,5,UNIT,2018/2019
213,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK SEDANG,0,UNIT,2018/2019
214,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK BERAT,0,UNIT,2018/2019
215,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK TOTAL,0,UNIT,2018/2019
216,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAIK,2,UNIT,2018/2019
217,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK RINGAN,4,UNIT,2018/2019
218,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK SEDANG,0,UNIT,2018/2019
219,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK BERAT,0,UNIT,2018/2019
220,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK TOTAL,0,UNIT,2018/2019
221,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAIK,3,UNIT,2018/2019
222,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK RINGAN,1,UNIT,2018/2019
223,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK SEDANG,0,UNIT,2018/2019
224,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK BERAT,0,UNIT,2018/2019
225,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK TOTAL,0,UNIT,2018/2019
226,32,JAWA BARAT,3271,KOTA BOGOR,BAIK,2,UNIT,2018/2019
227,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK RINGAN,3,UNIT,2018/2019
228,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK SEDANG,0,UNIT,2018/2019
229,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK BERAT,0,UNIT,2018/2019
230,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK TOTAL,0,UNIT,2018/2019
231,32,JAWA BARAT,3272,KOTA SUKABUMI,BAIK,2,UNIT,2018/2019
232,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK RINGAN,3,UNIT,2018/2019
233,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK SEDANG,0,UNIT,2018/2019
234,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK BERAT,0,UNIT,2018/2019
235,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK TOTAL,0,UNIT,2018/2019
236,32,JAWA BARAT,3273,KOTA BANDUNG,BAIK,9,UNIT,2018/2019
237,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK RINGAN,6,UNIT,2018/2019
238,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK SEDANG,1,UNIT,2018/2019
239,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK BERAT,0,UNIT,2018/2019
240,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK TOTAL,0,UNIT,2018/2019
241,32,JAWA BARAT,3274,KOTA CIREBON,BAIK,1,UNIT,2018/2019
242,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK RINGAN,1,UNIT,2018/2019
243,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK SEDANG,0,UNIT,2018/2019
244,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK BERAT,0,UNIT,2018/2019
245,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK TOTAL,0,UNIT,2018/2019
246,32,JAWA BARAT,3275,KOTA BEKASI,BAIK,8,UNIT,2018/2019
247,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK RINGAN,7,UNIT,2018/2019
248,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK SEDANG,0,UNIT,2018/2019
249,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK BERAT,1,UNIT,2018/2019
250,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK TOTAL,1,UNIT,2018/2019
251,32,JAWA BARAT,3276,KOTA DEPOK,BAIK,4,UNIT,2018/2019
252,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK RINGAN,7,UNIT,2018/2019
253,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK SEDANG,0,UNIT,2018/2019
254,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK BERAT,0,UNIT,2018/2019
255,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK TOTAL,0,UNIT,2018/2019
256,32,JAWA BARAT,3277,KOTA CIMAHI,BAIK,1,UNIT,2018/2019
257,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK RINGAN,0,UNIT,2018/2019
258,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK SEDANG,0,UNIT,2018/2019
259,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK BERAT,0,UNIT,2018/2019
260,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK TOTAL,0,UNIT,2018/2019
261,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAIK,1,UNIT,2018/2019
262,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK RINGAN,1,UNIT,2018/2019
263,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK SEDANG,0,UNIT,2018/2019
264,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK BERAT,0,UNIT,2018/2019
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK TOTAL,0,UNIT,2018/2019
266,32,JAWA BARAT,3279,KOTA BANJAR,BAIK,0,UNIT,2018/2019
267,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK RINGAN,0,UNIT,2018/2019
268,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK SEDANG,0,UNIT,2018/2019
269,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK BERAT,0,UNIT,2018/2019
270,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK TOTAL,0,UNIT,2018/2019
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAIK,22,UNIT,2019/2020
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK RINGAN,45,UNIT,2019/2020
273,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK SEDANG,6,UNIT,2019/2020
274,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK BERAT,0,UNIT,2019/2020
275,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUSAK TOTAL,0,UNIT,2019/2020
276,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAIK,7,UNIT,2019/2020
277,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK RINGAN,28,UNIT,2019/2020
278,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK SEDANG,0,UNIT,2019/2020
279,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK BERAT,0,UNIT,2019/2020
280,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUSAK TOTAL,0,UNIT,2019/2020
281,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BAIK,17,UNIT,2019/2020
282,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK RINGAN,42,UNIT,2019/2020
283,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK SEDANG,0,UNIT,2019/2020
284,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK BERAT,0,UNIT,2019/2020
285,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUSAK TOTAL,0,UNIT,2019/2020
286,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAIK,9,UNIT,2019/2020
287,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK RINGAN,23,UNIT,2019/2020
288,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK SEDANG,1,UNIT,2019/2020
289,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK BERAT,2,UNIT,2019/2020
290,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUSAK TOTAL,0,UNIT,2019/2020
291,32,JAWA BARAT,3205,KABUPATEN GARUT,BAIK,11,UNIT,2019/2020
292,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK RINGAN,32,UNIT,2019/2020
293,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK SEDANG,4,UNIT,2019/2020
294,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK BERAT,0,UNIT,2019/2020
295,32,JAWA BARAT,3205,KABUPATEN GARUT,RUSAK TOTAL,0,UNIT,2019/2020
296,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAIK,10,UNIT,2019/2020
297,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK RINGAN,18,UNIT,2019/2020
298,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK SEDANG,0,UNIT,2019/2020
299,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK BERAT,0,UNIT,2019/2020
300,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUSAK TOTAL,0,UNIT,2019/2020
301,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAIK,11,UNIT,2019/2020
302,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK RINGAN,18,UNIT,2019/2020
303,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK SEDANG,2,UNIT,2019/2020
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK BERAT,0,UNIT,2019/2020
305,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUSAK TOTAL,0,UNIT,2019/2020
306,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BAIK,12,UNIT,2019/2020
307,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK RINGAN,3,UNIT,2019/2020
308,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK SEDANG,0,UNIT,2019/2020
309,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK BERAT,2,UNIT,2019/2020
310,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUSAK TOTAL,0,UNIT,2019/2020
311,32,JAWA BARAT,3209,KABUPATEN CIREBON,BAIK,15,UNIT,2019/2020
312,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK RINGAN,19,UNIT,2019/2020
313,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK SEDANG,4,UNIT,2019/2020
314,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK BERAT,0,UNIT,2019/2020
315,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUSAK TOTAL,0,UNIT,2019/2020
316,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BAIK,15,UNIT,2019/2020
317,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK RINGAN,9,UNIT,2019/2020
318,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK SEDANG,1,UNIT,2019/2020
319,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK BERAT,0,UNIT,2019/2020
320,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUSAK TOTAL,0,UNIT,2019/2020
321,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAIK,10,UNIT,2019/2020
322,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK RINGAN,19,UNIT,2019/2020
323,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK SEDANG,0,UNIT,2019/2020
324,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK BERAT,0,UNIT,2019/2020
325,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUSAK TOTAL,0,UNIT,2019/2020
326,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAIK,9,UNIT,2019/2020
327,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK RINGAN,12,UNIT,2019/2020
328,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK SEDANG,2,UNIT,2019/2020
329,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK BERAT,1,UNIT,2019/2020
330,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUSAK TOTAL,0,UNIT,2019/2020
331,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAIK,10,UNIT,2019/2020
332,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK RINGAN,25,UNIT,2019/2020
333,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK SEDANG,0,UNIT,2019/2020
334,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK BERAT,0,UNIT,2019/2020
335,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUSAK TOTAL,0,UNIT,2019/2020
336,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAIK,6,UNIT,2019/2020
337,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK RINGAN,8,UNIT,2019/2020
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK SEDANG,0,UNIT,2019/2020
339,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK BERAT,0,UNIT,2019/2020
340,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUSAK TOTAL,0,UNIT,2019/2020
341,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAIK,7,UNIT,2019/2020
342,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK RINGAN,26,UNIT,2019/2020
343,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK SEDANG,0,UNIT,2019/2020
344,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK BERAT,0,UNIT,2019/2020
345,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUSAK TOTAL,0,UNIT,2019/2020
346,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAIK,12,UNIT,2019/2020
347,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK RINGAN,13,UNIT,2019/2020
348,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK SEDANG,2,UNIT,2019/2020
349,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK BERAT,0,UNIT,2019/2020
350,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUSAK TOTAL,0,UNIT,2019/2020
351,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAIK,12,UNIT,2019/2020
352,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK RINGAN,15,UNIT,2019/2020
353,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK SEDANG,0,UNIT,2019/2020
354,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK BERAT,0,UNIT,2019/2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUSAK TOTAL,0,UNIT,2019/2020
356,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAIK,2,UNIT,2019/2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK RINGAN,5,UNIT,2019/2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK SEDANG,0,UNIT,2019/2020
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK BERAT,0,UNIT,2019/2020
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUSAK TOTAL,0,UNIT,2019/2020
361,32,JAWA BARAT,3271,KOTA BOGOR,BAIK,16,UNIT,2019/2020
362,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK RINGAN,19,UNIT,2019/2020
363,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK SEDANG,1,UNIT,2019/2020
364,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK BERAT,0,UNIT,2019/2020
365,32,JAWA BARAT,3271,KOTA BOGOR,RUSAK TOTAL,0,UNIT,2019/2020
366,32,JAWA BARAT,3272,KOTA SUKABUMI,BAIK,3,UNIT,2019/2020
367,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK RINGAN,9,UNIT,2019/2020
368,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK SEDANG,0,UNIT,2019/2020
369,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK BERAT,0,UNIT,2019/2020
370,32,JAWA BARAT,3272,KOTA SUKABUMI,RUSAK TOTAL,0,UNIT,2019/2020
371,32,JAWA BARAT,3273,KOTA BANDUNG,BAIK,60,UNIT,2019/2020
372,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK RINGAN,29,UNIT,2019/2020
373,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK SEDANG,2,UNIT,2019/2020
374,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK BERAT,0,UNIT,2019/2020
375,32,JAWA BARAT,3273,KOTA BANDUNG,RUSAK TOTAL,0,UNIT,2019/2020
376,32,JAWA BARAT,3274,KOTA CIREBON,BAIK,3,UNIT,2019/2020
377,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK RINGAN,2,UNIT,2019/2020
378,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK SEDANG,3,UNIT,2019/2020
379,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK BERAT,1,UNIT,2019/2020
380,32,JAWA BARAT,3274,KOTA CIREBON,RUSAK TOTAL,0,UNIT,2019/2020
381,32,JAWA BARAT,3275,KOTA BEKASI,BAIK,24,UNIT,2019/2020
382,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK RINGAN,27,UNIT,2019/2020
383,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK SEDANG,1,UNIT,2019/2020
384,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK BERAT,0,UNIT,2019/2020
385,32,JAWA BARAT,3275,KOTA BEKASI,RUSAK TOTAL,0,UNIT,2019/2020
386,32,JAWA BARAT,3276,KOTA DEPOK,BAIK,17,UNIT,2019/2020
387,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK RINGAN,21,UNIT,2019/2020
388,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK SEDANG,0,UNIT,2019/2020
389,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK BERAT,3,UNIT,2019/2020
390,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK TOTAL,0,UNIT,2019/2020
391,32,JAWA BARAT,3277,KOTA CIMAHI,BAIK,5,UNIT,2019/2020
392,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK RINGAN,3,UNIT,2019/2020
393,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK SEDANG,0,UNIT,2019/2020
394,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK BERAT,2,UNIT,2019/2020
395,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK TOTAL,0,UNIT,2019/2020
396,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAIK,10,UNIT,2019/2020
397,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK RINGAN,5,UNIT,2019/2020
398,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK SEDANG,0,UNIT,2019/2020
399,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK BERAT,0,UNIT,2019/2020
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK TOTAL,0,UNIT,2019/2020
401,32,JAWA BARAT,3279,KOTA BANJAR,BAIK,0,UNIT,2019/2020
402,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK RINGAN,5,UNIT,2019/2020
403,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK SEDANG,0,UNIT,2019/2020
404,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK BERAT,0,UNIT,2019/2020
